number_id_final_version,latitude,longitude,dry_bulk_density_g_cm3,organic_carbon_percent,carbon_density_g_c_cm3,seagrass_species,sediment_mean_depth_cm,KD_closest,PBS443_closest,Chla_closest,RRS620_closest,CDOM_closest,RRS443_closest,bottomT_mean_C_closest,bottomT_p95_C_closest,sal_mean_0.5m_closest,sal_p05_0.5m_closest,SST_daily_mean_C_closest,SST_daily_p95_C_closest,Surf_talk_mean_umol_kg_closest,Surf_talk_p95_umol_kg_closest,Surf_spco2_mean_uatm_closest,Surf_spco2_p95_uatm_closest,Surf_fgco2_mean_molC_m2_yr_closest,Surf_fgco2_p95_molC_m2_yr_closest,fe_mean_1.5m_mmol_m3_closest,no3_mean_1.5m_mmol_m3_closest,po4_mean_1.5m_mmol_m3_closest,phyc_mean_0.5m_mmol_m3_closest,nppv_mean_0.5m_mg_m3_day_closest,pH_mean_1.5m_closest,pH_p05_1.5m_closest,spco2_monthly_mean_Pa_closest,spco2_monthly_p95_Pa_closest,ox_mean_2.7m_mmol_m3_closest,ox_p05_2.7m_mmol_m3_closest,depth_0.083deg_m_closest,uo_mean_1.5m_m_s_closest,uo_p90_1.5m_m_s_closest,vo_mean_1.5m_m_s_closest,vo_p90_1.5m_m_s_closest,wave_height_VHM0_mean_m_closest,wave_height_VHM0_p95_m_closest,SW_KE_mean_cm2_s2_closest,SW_KE_p95_cm2_s2_closest,Daily_max_wave_height_mean_m_closest,Daily_mean_wave_height_mean_m_closest,Daily_std_wave_height_mean_m_closest,No_sig_wave_heights_mean_closest,Region,random_core_variable
6271,56.0953,14.7202,1.3273933333333332,0.1736594728573271,0.0023051442654099695,Unspecified,5.087064,1.89279995218385,0.00497000400719116,27.0608940124512,2.3000087071523e-4,0.145500059479673,4.38000870190081e-4,8.90685367584229,18.0664501190186,7.32204627990723,6.69759225845337,8.82991943359377,18.1039978027344,1155.09558105469,1184.89709472656,350.200164794922,485.893310546875,0.527309834957123,4.66571617126465,0.00440394971519709,0.560755968093872,0.141718372702599,4.09773445129395,13.0796890258789,8.0845832824707,7.96942901611328,39.3519248962402,45.1799354553223,349.633575439453,290.28955078125,8.45655345916748,-0.00426009856164455,0.0183111056685448,0.0179220400750637,0.0902127176523209,0.595697700977325,1.37000000476837,13.527889251709,30.9388446807861,1.34631669521332,0.952116370201111,0.218565538525581,37.8451271057129,Baltic Sea,Baltic Sea_Furumon_NA_2021_NA_NA_56.0953_14.7202_1.5
6272,56.0953,14.7202,1.30552,0.15733987906262528,0.0020541035891383855,Unspecified,17.785359999999997,1.89279995218385,0.00497000400719116,27.0608940124512,2.3000087071523e-4,0.145500059479673,4.38000870190081e-4,8.90685367584229,18.0664501190186,7.32204627990723,6.69759225845337,8.82991943359377,18.1039978027344,1155.09558105469,1184.89709472656,350.200164794922,485.893310546875,0.527309834957123,4.66571617126465,0.00440394971519709,0.560755968093872,0.141718372702599,4.09773445129395,13.0796890258789,8.0845832824707,7.96942901611328,39.3519248962402,45.1799354553223,349.633575439453,290.28955078125,8.45655345916748,-0.00426009856164455,0.0183111056685448,0.0179220400750637,0.0902127176523209,0.595697700977325,1.37000000476837,13.527889251709,30.9388446807861,1.34631669521332,0.952116370201111,0.218565538525581,37.8451271057129,Baltic Sea,Baltic Sea_Furumon_NA_2021_NA_NA_56.0953_14.7202_1.5
6273,56.0953,14.7202,1.29656,0.1574700762239206,0.002041694020288865,Unspecified,26.022793,1.89279995218385,0.00497000400719116,27.0608940124512,2.3000087071523e-4,0.145500059479673,4.38000870190081e-4,8.90685367584229,18.0664501190186,7.32204627990723,6.69759225845337,8.82991943359377,18.1039978027344,1155.09558105469,1184.89709472656,350.200164794922,485.893310546875,0.527309834957123,4.66571617126465,0.00440394971519709,0.560755968093872,0.141718372702599,4.09773445129395,13.0796890258789,8.0845832824707,7.96942901611328,39.3519248962402,45.1799354553223,349.633575439453,290.28955078125,8.45655345916748,-0.00426009856164455,0.0183111056685448,0.0179220400750637,0.0902127176523209,0.595697700977325,1.37000000476837,13.527889251709,30.9388446807861,1.34631669521332,0.952116370201111,0.218565538525581,37.8451271057129,Baltic Sea,Baltic Sea_Furumon_NA_2021_NA_NA_56.0953_14.7202_1.5
6274,55.4575,14.2785,1.2931733333333333,0.6418350984530603,0.008300040337168722,Unspecified,8.5844205,1.24019996866991,0.0054700039945601,15.5920152664185,3.16000870498101e-4,0.124600060007651,6.0000086978107e-4,9.05045032501221,17.0330448150635,7.64133930206299,6.88360261917114,9.2148376464844,18.2199951171875,1168.01123046875,1199.8720703125,354.243286132812,486.602203369141,0.458938509225845,5.96474885940552,0.003805261105299,0.506231486797333,0.153408110141754,3.11743855476379,8.76068019866943,8.08463001251221,7.97052097320557,39.5064849853516,44.8880729675293,345.465057373047,289.734558105469,13.0285396575928,0.0120508074760437,0.0646992400288582,0.0129298828542233,0.092043824493885,0.734221994876862,1.66999995708466,13.1576681137085,29.5559749603271,1.34631669521332,0.952116370201111,0.218565538525581,37.8451271057129,Baltic Sea,Baltic Sea_Skillinge_NA_2021_NA_NA_55.4575_14.2785_1.5
6275,55.4575,14.2785,1.228165,0.669480636365908,0.008222326857623355,Unspecified,9.8561865,1.24019996866991,0.0054700039945601,15.5920152664185,3.16000870498101e-4,0.124600060007651,6.0000086978107e-4,9.05045032501221,17.0330448150635,7.64133930206299,6.88360261917114,9.2148376464844,18.2199951171875,1168.01123046875,1199.8720703125,354.243286132812,486.602203369141,0.458938509225845,5.96474885940552,0.003805261105299,0.506231486797333,0.153408110141754,3.11743855476379,8.76068019866943,8.08463001251221,7.97052097320557,39.5064849853516,44.8880729675293,345.465057373047,289.734558105469,13.0285396575928,0.0120508074760437,0.0646992400288582,0.0129298828542233,0.092043824493885,0.734221994876862,1.66999995708466,13.1576681137085,29.5559749603271,1.34631669521332,0.952116370201111,0.218565538525581,37.8451271057129,Baltic Sea,Baltic Sea_Skillinge_NA_2021_NA_NA_55.4575_14.2785_1.5
6276,55.4575,14.2785,1.18613,0.735432300666057,0.008723183147890301,Unspecified,11.1279525,1.24019996866991,0.0054700039945601,15.5920152664185,3.16000870498101e-4,0.124600060007651,6.0000086978107e-4,9.05045032501221,17.0330448150635,7.64133930206299,6.88360261917114,9.2148376464844,18.2199951171875,1168.01123046875,1199.8720703125,354.243286132812,486.602203369141,0.458938509225845,5.96474885940552,0.003805261105299,0.506231486797333,0.153408110141754,3.11743855476379,8.76068019866943,8.08463001251221,7.97052097320557,39.5064849853516,44.8880729675293,345.465057373047,289.734558105469,13.0285396575928,0.0120508074760437,0.0646992400288582,0.0129298828542233,0.092043824493885,0.734221994876862,1.66999995708466,13.1576681137085,29.5559749603271,1.34631669521332,0.952116370201111,0.218565538525581,37.8451271057129,Baltic Sea,Baltic Sea_Skillinge_NA_2021_NA_NA_55.4575_14.2785_1.5
6277,55.4215,13.8463,1.5012500000000002,0.28903003285242307,0.004339063368197002,Unspecified,5.4050055,1.42699996395095,0.0258900034787075,15.4561634063721,0.00138600086779661,0.407000052873627,0.0013380008679178,9.45229244232178,18.176025390625,7.86052846908569,6.9527268409729,9.25240478515627,18.3739868164063,1164.25402832031,1207.62072753906,390.594665527344,499.241149902344,0.405288964509964,5.82633924484253,0.0036340681836009,0.393303394317627,0.160963624715805,3.1163272857666,7.93142509460449,8.08596515655518,7.97264242172241,39.5949172973633,44.9152221679688,346.267883300781,289.690063476562,10.5816402435303,0.0316912047564983,0.12671285867691,-0.0062407236546278,0.0109866634011269,0.604644954204559,1.41999995708466,13.7908048629761,33.4824981689453,1.09691607952118,0.836310207843781,0.168916061520576,14.519359588623,Baltic Sea,Baltic Sea_Ystad_NA_2021_NA_NA_55.4215_13.8463_2
6278,55.4215,13.8463,1.50515,0.4491917970150251,0.00676101033277165,Unspecified,4.1332395,1.42699996395095,0.0258900034787075,15.4561634063721,0.00138600086779661,0.407000052873627,0.0013380008679178,9.45229244232178,18.176025390625,7.86052846908569,6.9527268409729,9.25240478515627,18.3739868164063,1164.25402832031,1207.62072753906,390.594665527344,499.241149902344,0.405288964509964,5.82633924484253,0.0036340681836009,0.393303394317627,0.160963624715805,3.1163272857666,7.93142509460449,8.08596515655518,7.97264242172241,39.5949172973633,44.9152221679688,346.267883300781,289.690063476562,10.5816402435303,0.0316912047564983,0.12671285867691,-0.0062407236546278,0.0109866634011269,0.604644954204559,1.41999995708466,13.7908048629761,33.4824981689453,1.09691607952118,0.836310207843781,0.168916061520576,14.519359588623,Baltic Sea,Baltic Sea_Ystad_NA_2021_NA_NA_55.4215_13.8463_2
6279,55.4215,13.8463,1.3939233333333334,0.4449201259640822,0.0062018454505094,Unspecified,5.4050055,1.42699996395095,0.0258900034787075,15.4561634063721,0.00138600086779661,0.407000052873627,0.0013380008679178,9.45229244232178,18.176025390625,7.86052846908569,6.9527268409729,9.25240478515627,18.3739868164063,1164.25402832031,1207.62072753906,390.594665527344,499.241149902344,0.405288964509964,5.82633924484253,0.0036340681836009,0.393303394317627,0.160963624715805,3.1163272857666,7.93142509460449,8.08596515655518,7.97264242172241,39.5949172973633,44.9152221679688,346.267883300781,289.690063476562,10.5816402435303,0.0316912047564983,0.12671285867691,-0.0062407236546278,0.0109866634011269,0.604644954204559,1.41999995708466,13.7908048629761,33.4824981689453,1.09691607952118,0.836310207843781,0.168916061520576,14.519359588623,Baltic Sea,Baltic Sea_Ystad_NA_2021_NA_NA_55.4215_13.8463_2
6280,55.3959,12.9828,1.3933,0.3886478148278219,0.005415030003996042,Unspecified,5.087064,1.54359996100538,0.00746500394416216,19.7908782958984,2.74000870604141e-4,0.11850006016175,6.56000869639684e-4,10.0460386276245,19.4449844360352,9.44009304046631,7.42393255233765,9.40422973632815,18.4999938964844,1518.14001464844,1583.94470214844,350.684814453125,444.632202148438,0.648930788040161,2.68293809890747,0.0045876931399107,0.288051843643188,0.0950589552521706,3.75114965438843,9.9623441696167,8.09230327606201,7.97188329696655,38.6086463928223,44.6058731079102,343.468963623047,286.128814697266,7,0.020981028676033,0.0748924240469933,-0.0222981441766024,0.0353404358029366,0.397625625133514,0.889999985694885,27.6274700164795,69.5563430786133,1.09691607952118,0.836310207843781,0.168916061520576,14.519359588623,Baltic Sea,Baltic Sea_Kurland_NA_2021_NA_NA_55.3959_12.9828_1
6281,55.3959,12.9828,1.44265,0.18246418480467744,0.002632319562084679,Unspecified,3.815298,1.54359996100538,0.00746500394416216,19.7908782958984,2.74000870604141e-4,0.11850006016175,6.56000869639684e-4,10.0460386276245,19.4449844360352,9.44009304046631,7.42393255233765,9.40422973632815,18.4999938964844,1518.14001464844,1583.94470214844,350.684814453125,444.632202148438,0.648930788040161,2.68293809890747,0.0045876931399107,0.288051843643188,0.0950589552521706,3.75114965438843,9.9623441696167,8.09230327606201,7.97188329696655,38.6086463928223,44.6058731079102,343.468963623047,286.128814697266,7,0.020981028676033,0.0748924240469933,-0.0222981441766024,0.0353404358029366,0.397625625133514,0.889999985694885,27.6274700164795,69.5563430786133,1.09691607952118,0.836310207843781,0.168916061520576,14.519359588623,Baltic Sea,Baltic Sea_Kurland_NA_2021_NA_NA_55.3959_12.9828_1
6282,55.3959,12.9828,1.4097499999999998,0.15464434701513416,0.0021800986820458535,Unspecified,5.087064,1.54359996100538,0.00746500394416216,19.7908782958984,2.74000870604141e-4,0.11850006016175,6.56000869639684e-4,10.0460386276245,19.4449844360352,9.44009304046631,7.42393255233765,9.40422973632815,18.4999938964844,1518.14001464844,1583.94470214844,350.684814453125,444.632202148438,0.648930788040161,2.68293809890747,0.0045876931399107,0.288051843643188,0.0950589552521706,3.75114965438843,9.9623441696167,8.09230327606201,7.97188329696655,38.6086463928223,44.6058731079102,343.468963623047,286.128814697266,7,0.020981028676033,0.0748924240469933,-0.0222981441766024,0.0353404358029366,0.397625625133514,0.889999985694885,27.6274700164795,69.5563430786133,1.09691607952118,0.836310207843781,0.168916061520576,14.519359588623,Baltic Sea,Baltic Sea_Kurland_NA_2021_NA_NA_55.3959_12.9828_1
6283,57.0315,16.583,1.5306383333333333,0.29098798906247,0.004453973705985973,Unspecified,5.087064,1.6125999592623,0.00659500396614021,22.913818359375,5.1600086999315e-4,0.185800058461609,5.88000869811367e-4,9.3032341003418,19.9131622314453,6.83625316619873,6.2670521736145,8.22878417968752,18.5739990234375,1167.67846679688,1180.86254882812,339.963653564453,490.534576416016,0.84150367975235,7.02768564224243,0.00551033997908235,0.367721229791641,0.11035692691803,3.5853157043457,9.82494163513184,8.0801944732666,7.95258045196533,39.0267944335938,45.9645843505859,349.348236083984,280.940979003906,8.20928478240967,0.0120342867448926,0.0402844324707985,0.00836314260959625,0.0531022064387798,0.329289883375168,0.740000009536743,14.5481367111206,35.6690635681152,1.31759464740753,0.955355882644653,0.209031537175179,28.5353813171387,Baltic Sea,Baltic Sea_Oskarshamn_NA_2021_NA_NA_57.0315_16.583_3
6284,57.0315,16.583,1.536895,0.41041848134177367,0.0063077011188176525,Unspecified,3.1794149999999997,1.6125999592623,0.00659500396614021,22.913818359375,5.1600086999315e-4,0.185800058461609,5.88000869811367e-4,9.3032341003418,19.9131622314453,6.83625316619873,6.2670521736145,8.22878417968752,18.5739990234375,1167.67846679688,1180.86254882812,339.963653564453,490.534576416016,0.84150367975235,7.02768564224243,0.00551033997908235,0.367721229791641,0.11035692691803,3.5853157043457,9.82494163513184,8.0801944732666,7.95258045196533,39.0267944335938,45.9645843505859,349.348236083984,280.940979003906,8.20928478240967,0.0120342867448926,0.0402844324707985,0.00836314260959625,0.0531022064387798,0.329289883375168,0.740000009536743,14.5481367111206,35.6690635681152,1.31759464740753,0.955355882644653,0.209031537175179,28.5353813171387,Baltic Sea,Baltic Sea_Oskarshamn_NA_2021_NA_NA_57.0315_16.583_3
6285,57.0315,16.583,1.3315,0.525093480199511,0.0069916196888564885,Unspecified,4.1332395,1.6125999592623,0.00659500396614021,22.913818359375,5.1600086999315e-4,0.185800058461609,5.88000869811367e-4,9.3032341003418,19.9131622314453,6.83625316619873,6.2670521736145,8.22878417968752,18.5739990234375,1167.67846679688,1180.86254882812,339.963653564453,490.534576416016,0.84150367975235,7.02768564224243,0.00551033997908235,0.367721229791641,0.11035692691803,3.5853157043457,9.82494163513184,8.0801944732666,7.95258045196533,39.0267944335938,45.9645843505859,349.348236083984,280.940979003906,8.20928478240967,0.0120342867448926,0.0402844324707985,0.00836314260959625,0.0531022064387798,0.329289883375168,0.740000009536743,14.5481367111206,35.6690635681152,1.31759464740753,0.955355882644653,0.209031537175179,28.5353813171387,Baltic Sea,Baltic Sea_Oskarshamn_NA_2021_NA_NA_57.0315_16.583_3
6286,57.3191,18.6953,1.649048,0.11190764608977348,0.001845410799690488,Unspecified,5.087064,1.97139995019825,0.0135250037910737,22.7746257781982,9.26000868957999e-4,0.263800056491164,4.00000870286021e-4,8.99014663696289,19.0546283721924,6.91590929031372,6.60428190231323,8.6730895996094,18.4800048828125,1176.72009277344,1187.11108398438,338.926086425781,496.169738769531,0.600237011909485,6.02388763427734,0.00460626231506467,0.347014427185059,0.0563070550560951,2.1920382976532,4.29500579833984,8.08921337127686,7.96092748641968,39.0052528381348,47.1327743530273,352.104248046875,286.058410644531,7,0.0151146929711103,0.0476088747382164,0.0309700407087803,0.10608234256506,0.738728582859039,1.64999997615814,10.7565364837646,25.4034557342529,1.52028596401215,1.11843943595886,0.236974641680717,39.0347137451172,Baltic Sea,Baltic Sea_Ljugarn_NA_2021_NA_NA_57.3191_18.6953_3
6287,57.7133,18.8311,1.2857200000000002,0.9149445937483595,0.01176362563074141,Unspecified,1.271766,2.4903999370872,0.00599500398129749,29.5926647186279,0,0.163200059032533,6.00087128077575e-6,8.50208187103271,17.7853031158447,6.86165428161621,6.53424167633057,8.71370849609377,18.5199829101563,1200.92358398438,1210.22351074219,335.047424316406,494.428955078125,0.762719333171844,6.91200971603394,0.00366984051652253,0.383026540279388,0.0553843341767788,2.12947225570679,3.85853457450867,8.09138011932373,7.96293830871582,38.6616592407227,46.7028694152832,351.467987060547,284.146789550781,10.8771295547485,0.00673186732456088,0.0219733268022537,0.0247084256261587,0.0743430852890015,0.703365862369537,1.55999994277954,15.3280344009399,33.8746337890625,1.52028596401215,1.11843943595886,0.236974641680717,39.0347137451172,Baltic Sea,Baltic Sea_Slite_NA_2021_NA_NA_57.7133_18.8311_3
6288,57.7133,18.8311,1.4038733333333333,1.0883395601675487,0.015278908861309505,Unspecified,3.810457,2.4903999370872,0.00599500398129749,29.5926647186279,0,0.163200059032533,6.00087128077575e-6,8.50208187103271,17.7853031158447,6.86165428161621,6.53424167633057,8.71370849609377,18.5199829101563,1200.92358398438,1210.22351074219,335.047424316406,494.428955078125,0.762719333171844,6.91200971603394,0.00366984051652253,0.383026540279388,0.0553843341767788,2.12947225570679,3.85853457450867,8.09138011932373,7.96293830871582,38.6616592407227,46.7028694152832,351.467987060547,284.146789550781,10.8771295547485,0.00673186732456088,0.0219733268022537,0.0247084256261587,0.0743430852890015,0.703365862369537,1.55999994277954,15.3280344009399,33.8746337890625,1.52028596401215,1.11843943595886,0.236974641680717,39.0347137451172,Baltic Sea,Baltic Sea_Slite_NA_2021_NA_NA_57.7133_18.8311_3
6289,57.7133,18.8311,1.31087,1.5218495041860476,0.019949468595523642,Unspecified,6.349148,2.4903999370872,0.00599500398129749,29.5926647186279,0,0.163200059032533,6.00087128077575e-6,8.50208187103271,17.7853031158447,6.86165428161621,6.53424167633057,8.71370849609377,18.5199829101563,1200.92358398438,1210.22351074219,335.047424316406,494.428955078125,0.762719333171844,6.91200971603394,0.00366984051652253,0.383026540279388,0.0553843341767788,2.12947225570679,3.85853457450867,8.09138011932373,7.96293830871582,38.6616592407227,46.7028694152832,351.467987060547,284.146789550781,10.8771295547485,0.00673186732456088,0.0219733268022537,0.0247084256261587,0.0743430852890015,0.703365862369537,1.55999994277954,15.3280344009399,33.8746337890625,1.52028596401215,1.11843943595886,0.236974641680717,39.0347137451172,Baltic Sea,Baltic Sea_Slite_NA_2021_NA_NA_57.7133_18.8311_3
